1,AUDCAD,1.018940,1.019360,0.000420
3,AUDJPY,84.311000,84.351000,0.040000
4,AUDNZD,1.253810,1.254310,0.000500
5,AUDUSD,1.067230,1.067590,0.000360
6,CADJPY,82.736000,82.769000,0.033000
7,CHFJPY,96.421000,96.469000,0.048000
8,EURAUD,1.328120,1.328560,0.000440
9,EURCAD,1.353560,1.353860,0.000300
